"Title","Tour Destination"
"Hotel Nearby Portland International Airport","United States of America,Oregon,Portland Oregon,Portland International Airport,Cannon Beach,Eugene,Hoyt Arboretum,International Rose Test Garden,Lan Su Chinese Garden,Mount Hood,Museum of Science and Industry,Oregon Zoo,Pearl District,,"
"Hotel Nearby Toronto International","Canada,Ontario,Toronto,Toronto International,Casa Loma,CN Tower,Distillery Historic District,Gardiner Museum of Ceramics,Harbourfront Centre,High Park,Hockey Hall of Fame,Jungle Cat World Wildlife Park,Kensington Market,Museum of Contemporary Canadian Art,Niagara Falls,Paramount Canadas Wonderland,Royal Ontario Museum,Toronto Islands,Toronto Zoo,,"
"Hotel Nearby Burlington International Airport","United States of America,Vermont,Burlington,Burlington International Airport,Ben and Jerrys Ice Cream Factory,Ethan Allen Homestead and Museum,Lake Champlain Chocolates,,"
"Hotel Nearby Ottawa International","Canada,Ontario,Ottawa,Ottawa International,Canadian Museum of Civilisation,Gatineau Park,Parliament Hill,,"
"Hotel Nearby Marseille Provence Airport","France,,Marseille,Marseille Provence Airport,Cassis,Château dIf,Marseille Beaches,Massif des Calanques,Palais Longchamp,,"
"Hotel Nearby Belfast City Airport","United Kingdom,Northern Ireland,Belfast,Belfast City Airport,Belfast Botanic Gardens and the Ulster Museum,Belfast Zoo,Carrick-a-Rede Rope Bridge,Cathedral Quarter,Giants Causeway,Giants Ring,St Annes Cathedral,St Georges Market,Ulster American Folk Park,,"
"Hotel Nearby Belfast International Airport","United Kingdom,Northern Ireland,Belfast,Belfast International Airport,Belfast Botanic Gardens and the Ulster Museum,Belfast Zoo,Carrick-a-Rede Rope Bridge,Cathedral Quarter,Giants Causeway,Giants Ring,St Annes Cathedral,St Georges Market,Ulster American Folk Park,,"
"Hotel Nearby Aberdeen Airport","United Kingdom,Scotland,Aberdeen,Aberdeen Airport,Aberdeen Art Gallery,Aberdeen Maritime Museum,Balmoral Castle,Brig o Balgownie,Duthie Park,Malt Whisky Trail,,"
"Hotel Nearby Lyon Airport","France,,Lyon,Lyon Airport,Ancient Theatre of Fourvière,Historical Museum of Lyon and International Puppet Museum,Lyon National Opera House,,"
"Hotel Nearby Buenos Aires International (Ezeiza)","Argentina,,Buenos Aires,Buenos Aires International (Ezeiza),Buenos Aires Botanical Gardens,Buenos Aires Zoo,Cabildo,Casa Rosada,Cathedral Metropolitana,Floralis Generica,Galileo Galilei Planetarium,La Boca,La Recoleta Cemetery,Nueve de Julio Avenue,Plaza Dorrego,Teatro Colon,,"
"Hotel Nearby Ljubljana Joze Pucnik Airport","Slovenia,,Ljubljana,Ljubljana Joze Pucnik Airport,Cathedral of St Nicholas,Joze Plecnik House,Lake Bled,Ljubljana Castle,Ljubljana Zoo,National Museum of Slovenia,Postojna Cave,Tivoli Park,Triglav National Park,,"
"Hotel Nearby Birmingham Airport","United States of America,Alabama,Birmingham Alabama,Birmingham Airport,Arlington Antebellum Home and Gardens,Birmingham Civil Rights Institute,Birmingham Zoo,Oak Mountain State Park,Russell Cave National Monument,Talladega Superspeedway,Vulcan Park,,"
"Hotel Nearby Bradley Airport","United States of America,Connecticut,Hartford,Bradley Airport,Mark Twain House and Museum,Mystic Seaport,Old State House,Wadsworth Atheneum Museum of Art,,"
"Hotel Nearby Boise Airport","United States of America,Idaho,Boise,Boise Airport,Basque Museum and Cultural Center,Bogus Basin Mountain Recreation Area,Craters of the Moon,Sun Valley,"
"Hotel Nearby Montreal Trudeau Airport","Canada,Quebec,Montreal,Montreal Trudeau Airport,Montreal Botanical Garden,Montreal Museum of Fine Arts,Olympic Park,St Joseph’s Oratory,,"
"Hotel Nearby Valencia Airport","Spain,,Valencia,Valencia Airport,City of Arts and Science,Crypt of Saint Vicente,El Carmen,Plaza de la Virgen,Silk Exchange (Lonja de la Seda),Valencia Cathedral,,"
"Hotel Nearby Indianapolis Airport","United States of America,Indiana,Indianapolis,Indianapolis Airport,Eiteljorg Museum of American Indians and Western Art,Indianapolis Motor Speedway,NCAA Hall of Champions,,"
"Hotel Nearby Taipei Airport","Taiwan,,Taipei,Taipei Airport,Chiang Kai-shek Memorial Park,Longshan Temple,National Palace Museum,Shilin Night Market,Taipei 101,Taipei Zoo,,"
"Hotel Nearby Durham Tees Valley Airport","United Kingdom,England,Durham,Durham Tees Valley Airport,Crook Hall,Durham Castle,Durham Cathedral,Durham Heritage Centre,Fowlers Yard Creative Workspaces,,"
"Hotel Nearby Ankara International Airport","Turkey,,Ankara,Ankara International Airport,Anitkabir,Ethnographic Museum,Mount Ararat,Museum of Anatolian Civilizations,Natural History Museum,Temple of Augustus,,"
"Hotel Nearby Groningen Eelde Airport","Netherlands,,Groningen,Groningen Eelde Airport,,,"
"Hotel Nearby Halifax International","Canada,Nova Scotia,Halifax,Halifax International,Citadel,Maritime Museum of the Atlantic,Memory Lane Heritage Village,,"
"Hotel Nearby Omaha Airport","United States of America,Nebraska,Omaha,Omaha Airport,Bemis Center for Contemporary Arts,Omaha Childrens Museum,Strategic Air and Space Museum,,"
"Hotel Nearby Leeds Bradford Airport","United Kingdom,England,Leeds,Leeds Bradford Airport,Abbey House Museum,Armley Mills Industrial Museum,Leeds Art Gallery,Royal Armouries Museum,Thackray Museum,,"
"Hotel Nearby Lille Airport","France,,Lille,Lille Airport,Hospice Comtesse Museum,Musée des Moulins,Notre-Dame de la Treille Cathedral,Palais des Beaux-Arts,,"
"Hotel Nearby Jeddah Airport","Saudi Arabia,,Jeddah,Jeddah Airport,Mecca,Souq Al Alawi,Taif,,"
"Hotel Nearby Oklahoma City Airport","United States of America,Oklahoma,Oklahoma City,Oklahoma City Airport,Myriad Botanical Gardens,National Cowboy and Western Heritage Museum,Oklahoma City National Memorial and Museum,Oklahoma City Zoo,Stockyards City,,"
"Hotel Nearby Milwaukee Airport","United States of America,Wisconsin,Milwaukee,Milwaukee Airport,Lambeau Field,Miller Brewing Company,Miller Park,Mitchell Park Horticultural Conservatory,The House on the Rock,Wisconsin Dells,,"
"Hotel Nearby Raleigh-Durham International Airport","United States of America,North Carolina,Raleigh,Raleigh-Durham International Airport,Artspace,North Carolina Museum of Art,North Carolina Museum of Natural Sciences,,"
"Hotel Nearby Birmingham Airport","United States of America,Alabama,Birmingham Alabama,Birmingham Airport,Arlington Antebellum Home and Gardens,Birmingham Civil Rights Institute,Birmingham Zoo,Oak Mountain State Park,Russell Cave National Monument,Talladega Superspeedway,Vulcan Park,,"
"Hotel Nearby Stuttgart Airport","Germany,,Stuttgart,Stuttgart Airport,Kunstmuseum Stuttgart,Mercedes-Benz Museum,Mineral Baths,Old and New State Gallery,Palace Square (Schlossplatz),Porsche Museum,Wilhelma Zoo,,"
"Hotel Nearby San Antonio International Airport","United States of America,Texas,San Antonio,San Antonio International Airport,Buckhorn Saloon and Museum,Riverwalk,Six Flags Fiesta Texas,Spanish Governors Palace,The Alamo,,"
"Hotel Nearby Jakarta International Airport","Indonesia,,Jakarta,Jakarta International Airport,Indonesia Miniature Park/Taman Mini,Jalan Jaksa,Kota,National Monument of Indonesia,,"
"Hotel Nearby Nassau International","Bahamas,,Nassau,Nassau International,,,"
"Hotel Nearby Muscat International Airport","Oman,,Muscat,Muscat International Airport,Al Hajar Mountains,Al Jalali and Al Mirani Forts,Bahla,Bait al Baranda,Beaches in Oman,Muttrah Fish Market,Nizwa Fort,Old Muttrah Souk,Qasr Al Alam Royal Palace,Salalah,Sultan Qaboos Grand Mosque,Wahiba Sands,,"
"Hotel Nearby Casablanca  Airport","Morocco,,Casablanca,Casablanca Airport,Casablanca Twin Centre,The King Hassan II Mosque,The Shrine of Sidi Abderrahman,,"
"Hotel Nearby Siem Reap International Airport","Cambodia,,Siem Reap,Siem Reap International Airport,Aki Ras Landmine Museum,Angkor National Museum,Beng Mealea,Psar Chaa - Old Market,Temples of Angkor,Tonlé Sap Lake,Villages on Stilts,,"
"Hotel Nearby Kolkata Airport","India,,Kolkata,Kolkata Airport,Great Banyan Tree,Indian Museum,Kalighat Temple,Marble Palace,Mother House,Victoria Memorial,,"
"Hotel Nearby Santiago International","Chile,,Santiago,Santiago International,Cerro San Cristóbal,Chilean Museum of Pre-Columbian Art,Mercado Central,Plaza de Armas,Valparaiso,Vina del Mar,Wine Country,,"
"Hotel Nearby Victoria Falls Airport","Zimbabwe,,Victoria Falls,Victoria Falls Airport,Devils Pool,National Parks,Victoria Falls,,"
"Hotel Nearby Harare International Airport","Zimbabwe,,Harare,Harare International Airport,,,"
"Hotel Nearby Guangzhou Airport","China,,Guangzhou,Guangzhou Airport,Baiyun Mountain,Chimelong,South China Botanical Garden,Temple of the Six Banyan Trees,,"
"Hotel Nearby Bengaluru Airport","India,,Bengaluru,Bengaluru Airport,Cubbon Park,Hampi,Lal Bagh,,"
"Hotel Nearby Verona Airport","Italy,,Verona,Verona Airport,Piazza delle Erbe,Ponte Scaligero,Valpolicella,Verona Arena (Arena di Verona),,"
"Hotel Nearby Osaka Kansai Airport","Japan,,Osaka,Osaka Kansai Airport,,,"
"Hotel Nearby Beijing International","China,,Beijing,Beijing International,798 Space,Beihai Park,Beijing Aquarium,Beijing World Park,Chairman Mao Mausoleum,Forbidden City,Fundazzle,Great Bell Temple,Great Wall of China,Happy Valley Amusement Park (Beijing Huanle Gu),Sony ExploraScience,Summer Palace,The Beijing National Stadium,The Underground City,Tiananmen Square,Tombs of the Ming Dynasty,Zhoukoudian Cave,,"
"Hotel Nearby Rotterdam Airport","Netherlands,,Rotterdam,Rotterdam Airport,,,"
"Hotel Nearby Trondheim Airport","Norway,,Trondheim,Trondheim Airport,,,"
"Hotel Nearby Shanghai Hongqiao Airport","China,,Shanghai,Shanghai Hongqiao Airport,Shanghai Museum,The Bund,Yuyuan Gardens,,"
"Hotel Nearby Shanghai Pudong Airport","China,,Shanghai,Shanghai Pudong Airport,Shanghai Museum,The Bund,Yuyuan Gardens,,"
"Hotel Nearby Busan International Airport","South Korea,,Busan,Busan International Airport,Beaches in Busan,Busan Aquarium,Jeju Island,,"
"Hotel Nearby Phuket Airport","Thailand,,Phuket,Phuket Airport,Koh Yao Islands,Phang Nga Bay,Phuket Beaches,Similan Islands National Park,Thalang National Museum,Wat Chalong Buddhist Temple,,"
"Hotel Nearby Xian Xianyang International Airport","China,,Xi An,Xian Xianyang International Airport,Banpo Village Remains,Forest of Steles,Great Mosque,Huaqing Hot Springs,Qin Terracotta Army Museum,Shaanxi Provincial History Museum,,"
"Hotel Nearby Malmö Airport","Sweden,,Malmo,Malmö Airport,,,"
"Hotel Nearby Stavanger Airport","Norway,,Stavanger,Stavanger Airport,,,"
"Hotel Nearby Genoa Airport","Italy,,Genoa,Genoa Airport,Genoa Aquarium,Museum of Sant Agostino,Palazzo Tursi,,"
"Hotel Nearby Pula Airport","Croatia,,Zagreb,Pula Airport,Andautonia Archaeological Park,Croatian History Museum,Croatian National Theatre,Krk Island,Plitvice Lakes National Park,Rijeka,Town Squares,Trakoscan Castle,,"
"Hotel Nearby Zagreb Airport","Croatia,,Zagreb,Zagreb Airport,Andautonia Archaeological Park,Croatian History Museum,Croatian National Theatre,Krk Island,Plitvice Lakes National Park,Rijeka,Town Squares,Trakoscan Castle,,"
"Hotel Nearby Havana International","Cuba,,Havana,Havana International,Acuario Nacional,Bay of Pigs Museum,Camera Oscura,Capitolio Nacional,Cayo Largo Del Sur,Cigar Factories,El Malécon,Ernest Hemingway Museum,Habana Vieja (Old Havana),Montemar Natural Park,Museo de la Ciudad (Museum of the City),Museo de la Revolución,Museo Nacional de Bellas Artes,Playas del Este,Plaza de la Revolución,Varadero,,"
"Hotel Nearby Juneau Airport","United States of America,Alaska,Juneau,Juneau Airport,,,"
"Hotel Nearby Honolulu International Airport","United States of America,Hawaii,Honolulu,Honolulu International Airport,Bishop Museum,Diamond Head Crater,Honolulus Chinatown,USS Arizona Memorial Museum,Waikiki Aquarium,,"
"Hotel Nearby Bulawayo Airport","Zimbabwe,,Bulawayo,Bulawayo Airport,,,"
"Hotel Nearby Tijuana International Airport","Mexico,,Tijuana,Tijuana International Airport,,,"
"Hotel Nearby Cancun International","Mexico,,Cancun,Cancun International,Cancun Beaches,Chichen Itza,Isla Mujeres,Museo Maya,Wet n Wild Cancun,,"
"Hotel Nearby Vigo Airport","Spain,,Vigo,Vigo Airport,,,"
"Hotel Nearby Santo Domingo International Airport","Dominican Republic,,Santo Domingo,Santo Domingo International Airport,Boca Chica,Cathedral of Santa Maria,Colonial City,Columbus Lighthouse Monument,Los Tres Ojos National Park,National Aquarium,Plaza de la Cultura,,"
"Hotel Nearby Quito Airport","Ecuador,,Quito,Quito Airport,Banos,Cotopaxi National Park,Cuenca,El Mitad del Mundo,Museo del Banco Central,Otavalo,Plaza de la Independencia,Plaza San Francisco,,"
"Hotel Nearby Cairo International","Egypt,,Cairo,Cairo International,Asfour Crystal Factory,Coptic Church of St. George (Mari Girgis),Dahshur,Dr. Ragabs Pharaonic Village,Dream Park,Egyptian Museum of Antiquities,Hanging Church (El Muallaqa, Sitt Mariam, St Mary),Khan al-Khalili,Magic Galaxy,Memphis and Saqqara,Old Cairo,Pyramids of Giza,Ramses II Statue,Saladin Citadel (Al-Qalaa),Western Desert Oases,,"
"Hotel Nearby Ketchikan Airport","United States of America,Alaska,Ketchikan,Ketchikan Airport,,,"
"Hotel Nearby Colorado Springs Airport","United States of America,Colorado,Colorado Springs,Colorado Springs Airport,,,"
"Hotel Nearby Paris Orly Airport","France,,Paris,Paris Orly Airport,Aquaboulevard,Arc de Triomphe,Disneyland Paris,Eiffel Tower,Fontainebleau,France Miniature,Jardin des Plantes,Le Jardin dAcclimatation,Les Invalides,Louvre,Musée dOrsay,Musée National dHistoire Naturelle,Musée National Picasso,Musée Rodin,Notre-Dame,Parc Asterix,Pompidou Centre,Versailles,Disneyland Paris,"
"Hotel Nearby Paris Roissy Airport","France,,Paris,Paris Roissy Airport,Aquaboulevard,Arc de Triomphe,Disneyland Paris,Eiffel Tower,Fontainebleau,France Miniature,Jardin des Plantes,Le Jardin dAcclimatation,Les Invalides,Louvre,Musée dOrsay,Musée National dHistoire Naturelle,Musée National Picasso,Musée Rodin,Notre-Dame,Parc Asterix,Pompidou Centre,Versailles,Disneyland Paris,"
"Hotel Nearby Bordeaux Airport","France,,Bordeaux,Bordeaux Airport,Basilique St-Michel,Bordeaux Wine Country,Grand Théâtre de Bordeaux,Musée des Beaux-Arts,Vieux Bordeaux,,"
"Hotel Nearby Regina International Airport","Canada,Saskatchewan,Regina,Regina International Airport,,,"
"Hotel Nearby Aberdeen","Hong Kong,,Hong Kong City,,Aberdeen,,"
"Hotel Nearby Aberdeen Maritime Museum","United Kingdom,Scotland,Aberdeen,,Aberdeen Maritime Museum,,"
"Hotel Nearby Acropolis","Greece,,Athens,,Acropolis,,"
"Hotel Nearby Adams Peak","Sri Lanka,,Colombo,,Adams Peak,,"
"Hotel Nearby Addo Elephant Park","South Africa,,Port Elizabeth,Roberts International Airport,Addo Elephant Park,St Francis Bay,"
"Hotel Nearby Agadir","Morocco,,Marrakech,,Agadir,,"
"Hotel Nearby Ait Benhaddou","Morocco,,Marrakech,,Ait Benhaddou,,"
"Hotel Nearby Aki Ras Landmine Museum","Cambodia,,Siem Reap,,Aki Ras Landmine Museum,,"
"Hotel Nearby Akihabara","Japan,,Tokyo,,Akihabara,,"
"Hotel Nearby Al Hajar Mountains","Oman,,Muscat,,Al Hajar Mountains,,"
"Hotel Nearby Al Hosn Palace (White Fort)","United Arab Emirates,,Abu Dhabi,,Al Hosn Palace (White Fort),,"
"Hotel Nearby Al Musmak Castle","Saudi Arabia,,Riyadh,,Al Musmak Castle,,"
"Hotel Nearby Alcazar of Seville","Spain,,Seville,Baku International Airport,Alcazar of Seville,Cadiz,"
"Hotel Nearby Alfama","Portugal,,Lisbon,,Alfama,,"
"Hotel Nearby Amboseli National Park","Kenya,,Nairobi,,Amboseli National Park,,"
"Hotel Nearby Amsterdam Canal Tour","Netherlands,,Amsterdam,,Amsterdam Canal Tour,,"
"Hotel Nearby Ancient Agora","Greece,,Athens,,Ancient Agora,,"
"Hotel Nearby Angra dos Reis","Brazil,,Rio de Janeiro,,Angra dos Reis,,"
"Hotel Nearby Anne Frank House","Netherlands,,Amsterdam,,Anne Frank House,,"
"Hotel Nearby Arc de Triomphe","France,,Paris,Calvi – Sainte Catherine Airport,Arc de Triomphe,Disneyland Paris,"
"Hotel Nearby Arctic Cathedral","Norway,,Tromso,,Arctic Cathedral,,"
"Hotel Nearby Asian Civilisations Museum","Singapore,,Singapore,,Asian Civilisations Museum,,"
"Hotel Nearby Auckland Sky Tower","New Zealand,,Auckland,,Auckland Sky Tower,,"
"Hotel Nearby Auschwitz Memorial Museum","Poland,,Krakow,,Auschwitz Memorial Museum,,"
"Hotel Nearby Australian War Memorial","Australia,Capital Territory,Canberra,,Australian War Memorial,,"
"Hotel Nearby Ayutthaya","Thailand,,Bangkok,,Ayutthaya,,"
"Hotel Nearby Bahla","Oman,,Muscat,,Bahla,,"
"Hotel Nearby Bairro Alto","Portugal,,Lisbon,,Bairro Alto,,"
"Hotel Nearby Banos","Ecuador,,Quito,,Banos,,"
"Hotel Nearby Barbier-Mueller Museum","Switzerland,,Geneva,,Barbier-Mueller Museum,,"
"Hotel Nearby Barri Gotic","Spain,,Barcelona,,Barri Gotic,,"
"Hotel Nearby Bastakiya","United Arab Emirates,,Dubai,,Bastakiya,,"
"Hotel Nearby Bay of Islands","New Zealand,,Auckland,,Bay of Islands,,"
"Hotel Nearby Beihai Park","China,,Beijing,,Beihai Park,,"
"Hotel Nearby Belfast Botanic Gardens and the Ulster Museum","United Kingdom,Northern Ireland,Belfast,,Belfast Botanic Gardens and the Ulster Museum,,"
"Hotel Nearby Belvedere","Austria,,Vienna,,Belvedere,,"
"Hotel Nearby Ben Thanh Market","Vietnam,,Ho Chi Minh City,,Ben Thanh Market,,"
"Hotel Nearby Benaki Museum","Greece,,Athens,,Benaki Museum,,"
"Hotel Nearby Bethlehem","Israel,,Jerusalem,,Bethlehem,,"
"Hotel Nearby Bhaktapur","Nepal,,Kathmandu,,Bhaktapur,,"
"Hotel Nearby Bialowieza National Park","Poland,,Warsaw,,Bialowieza National Park,,"
"Hotel Nearby Big Buddha","Hong Kong,,Hong Kong City,,Big Buddha,,"
"Hotel Nearby Blankenese","Germany,,Hamburg,,Blankenese,,"
"Hotel Nearby Blue Lagoon","Iceland,,Reykjavik,,Blue Lagoon,,"
"Hotel Nearby Blue Mosque (Sultan Ahmet Camii)","Turkey,,Istanbul,,Blue Mosque (Sultan Ahmet Camii),,"
"Hotel Nearby Blue Mountains","Australia,New South Wales,Sydney,,Blue Mountains,,"
"Hotel Nearby Bob Marley Museum","Jamaica,,Kingston,,Bob Marley Museum,,"
"Hotel Nearby Boca Chica","Dominican Republic,,Santo Domingo,,Boca Chica,,"
"Hotel Nearby Bolshoi Opera and Ballet Theatre","Russia,,Moscow,,Bolshoi Opera and Ballet Theatre,,"
"Hotel Nearby Bornholm","Denmark,,Copenhagen,,Bornholm,,"
"Hotel Nearby Borodino Panorama Museum","Russia,,Moscow,,Borodino Panorama Museum,,"
"Hotel Nearby Boyana Church","Bulgaria,,Sofia,,Boyana Church,,"
"Hotel Nearby Brac Island","Croatia,,Split,,Brac Island,,"
"Hotel Nearby Brandenburg Gate","Germany,,Berlin,,Brandenburg Gate,,"
"Hotel Nearby British Museum","United Kingdom,England,London,,British Museum,,"
"Hotel Nearby Bukit Timah Nature Reserve","Singapore,,Singapore,,Bukit Timah Nature Reserve,,"
"Hotel Nearby Burrell Collection","United Kingdom,Scotland,Glasgow,,Burrell Collection,,"
"Hotel Nearby Busan Aquarium","South Korea,,Busan,,Busan Aquarium,,"
"Hotel Nearby Cabildo","Argentina,,Buenos Aires,,Cabildo,,"
"Hotel Nearby Cape Point","South Africa,,Cape Town,,Cape Point,,"
"Hotel Nearby Cape Town Beaches","South Africa,,Cape Town,,Cape Town Beaches,,"
"Hotel Nearby Cape Tribulation","Australia,Queensland,Cairns,,Cape Tribulation,,"
"Hotel Nearby Capitoline Hill","Italy,,Rome,,Capitoline Hill,,"
"Hotel Nearby Capitolio Nacional","Cuba,,Havana,,Capitolio Nacional,,"
"Hotel Nearby Capri","Italy,,Naples,Bulawayo Airport,Capri,Sorrento,"
"Hotel Nearby Cardiff Castle","United Kingdom,Wales,Cardiff,,Cardiff Castle,,"
"Hotel Nearby Casa Bacardi Visitor Centre","Puerto Rico,,San Juan,,Casa Bacardi Visitor Centre,,"
"Hotel Nearby Casa Rosada","Argentina,,Buenos Aires,,Casa Rosada,,"
"Hotel Nearby Castelo de Sao Jorge","Portugal,,Lisbon,,Castelo de Sao Jorge,,"
"Hotel Nearby Cat Ba island","Vietnam,,Hanoi,,Cat Ba island,,"
"Hotel Nearby Cathedral of Christ the Saviour","Russia,,Moscow,,Cathedral of Christ the Saviour,,"
"Hotel Nearby Cathedral of Santa Maria","Dominican Republic,,Santo Domingo,,Cathedral of Santa Maria,,"
"Hotel Nearby Cathedral Quarter","United Kingdom,Northern Ireland,Belfast,,Cathedral Quarter,,"
"Hotel Nearby Central Market (Psah Thmay)","Cambodia,,Phnom Penh,,Central Market (Psah Thmay),,"
"Hotel Nearby Ceský Krumlov","Czech Republic,,Prague,,Ceský Krumlov,,"
"Hotel Nearby Chairman Mao Mausoleum","China,,Beijing,,Chairman Mao Mausoleum,,"
"Hotel Nearby Changdeokgung","South Korea,,Seoul,,Changdeokgung,,"
"Hotel Nearby Changi Museum","Singapore,,Singapore,,Changi Museum,,"
"Hotel Nearby Chapmans Peak","South Africa,,Cape Town,,Chapmans Peak,,"
"Hotel Nearby Charles Bridge (Karluv Most)","Czech Republic,,Prague,,Charles Bridge (Karluv Most),,"
"Hotel Nearby Charlottenburg Palace","Germany,,Berlin,,Charlottenburg Palace,,"
"Hotel Nearby Château de Chillon","Switzerland,,Geneva,,Château de Chillon,,"
"Hotel Nearby Checkpoint Charlie","Germany,,Berlin,,Checkpoint Charlie,,"
"Hotel Nearby Chichen Itza","Mexico,,Cancun,,Chichen Itza,,"
"Hotel Nearby Chinatown","Singapore,,Singapore,,Chinatown,,"
"Hotel Nearby Chinese and Japanese Gardens","Singapore,,Singapore,,Chinese and Japanese Gardens,,"
"Hotel Nearby Choeung Ek (The Killing Fields)","Cambodia,,Phnom Penh,,Choeung Ek (The Killing Fields),,"
"Hotel Nearby Christchurch Gondola","New Zealand,,Christchurch,,Christchurch Gondola,,"
"Hotel Nearby Christiansborg Palace","Denmark,,Copenhagen,,Christiansborg Palace,,"
"Hotel Nearby Church of San Francisco","Peru,,Lima,,Church of San Francisco,,"
"Hotel Nearby Church of the Holy Sepulchre","Israel,,Jerusalem,,Church of the Holy Sepulchre,,"
"Hotel Nearby Cigar Factories","Cuba,,Havana,,Cigar Factories,,"
"Hotel Nearby Cinque Terre","Italy,,Milan,,Cinque Terre,,"
"Hotel Nearby Citadel or Tower of David","Israel,,Jerusalem,,Citadel or Tower of David,,"
"Hotel Nearby City of old Diriyah","Saudi Arabia,,Riyadh,,City of old Diriyah,,"
"Hotel Nearby CN Tower","Canada,Ontario,Toronto,,CN Tower,,"
"Hotel Nearby Colonial City","Dominican Republic,,Santo Domingo,,Colonial City,,"
"Hotel Nearby Columbus Lighthouse Monument","Dominican Republic,,Santo Domingo,,Columbus Lighthouse Monument,,"
"Hotel Nearby Copacabana","Brazil,,Rio de Janeiro,,Copacabana,,"
"Hotel Nearby Corcovado","Brazil,,Rio de Janeiro,,Corcovado,,"
"Hotel Nearby Cotopaxi National Park","Ecuador,,Quito,,Cotopaxi National Park,,"
"Hotel Nearby Covered Bazaar (Kapali Çarsi)","Turkey,,Istanbul,,Covered Bazaar (Kapali Çarsi),,"
"Hotel Nearby Cu Chi Tunnels","Vietnam,,Ho Chi Minh City,,Cu Chi Tunnels,,"
"Hotel Nearby Cuenca","Spain,,Madrid,,Cuenca,,"
"Hotel Nearby Dachau Memorial Site","Germany,,Munich,,Dachau Memorial Site,,"
"Hotel Nearby Daintree Rainforest Discovery Centre","Australia,Queensland,Cairns,,Daintree Rainforest Discovery Centre,,"
"Hotel Nearby Damnoen Saduak Floating Market","Thailand,,Bangkok,,Damnoen Saduak Floating Market,,"
"Hotel Nearby Darling Harbour","Australia,New South Wales,Sydney,,Darling Harbour,,"
"Hotel Nearby Delphi","Greece,,Athens,,Delphi,,"
"Hotel Nearby Diocletians Palace","Croatia,,Split,,Diocletians Palace,,"
"Hotel Nearby Disneyland Paris","France,,Paris,Calvi – Sainte Catherine Airport,Disneyland Paris,Disneyland Paris,"
"Hotel Nearby Disneyland Resort","United States of America,California,Los Angeles,,Disneyland Resort,,"
"Hotel Nearby Drakensberg Mountains","South Africa,,Durban,,Drakensberg Mountains,,"
"Hotel Nearby Dubai Aquarium & Underwater Zoo","United Arab Emirates,,Dubai,,Dubai Aquarium & Underwater Zoo,,"
"Hotel Nearby Dubrovnik City Walls","Croatia,,Dubrovnik,,Dubrovnik City Walls,,"
"Hotel Nearby Duomo di Milano (Milan Cathedral)","Italy,,Milan,,Duomo di Milano (Milan Cathedral),,"
"Hotel Nearby Durham Cathedral","United Kingdom,England,Durham,,Durham Cathedral,,"
"Hotel Nearby Edinburgh Castle","United Kingdom,Scotland,Edinburgh,,Edinburgh Castle,,"
"Hotel Nearby Edinburgh Festival Theatre","United Kingdom,Scotland,Edinburgh,,Edinburgh Festival Theatre,,"
"Hotel Nearby Edo-Tokyo Museum","Japan,,Tokyo,,Edo-Tokyo Museum,,"
"Hotel Nearby Egyptian Museum of Antiquities","Egypt,,Cairo,,Egyptian Museum of Antiquities,,"
"Hotel Nearby Eiffel Tower","France,,Paris,Calvi – Sainte Catherine Airport,Eiffel Tower,Disneyland Paris,"
"Hotel Nearby El Badi Palace","Morocco,,Marrakech,,El Badi Palace,,"
"Hotel Nearby El Zocalo","Mexico,,Mexico City,,El Zocalo,,"
"Hotel Nearby Elephanta Caves","India,,Mumbai,,Elephanta Caves,,"
"Hotel Nearby Elfsborg Fortress","Sweden,,Gothenburg,,Elfsborg Fortress,,"
"Hotel Nearby Eretz Israel Museum (The Land of Israel Museum)","Israel,,Tel Aviv,,Eretz Israel Museum (The Land of Israel Museum),,"
"Hotel Nearby Esbjerg","Denmark,,Copenhagen,,Esbjerg,,"
"Hotel Nearby Eureka Tower","Australia,Victoria,Melbourne,,Eureka Tower,,"
"Hotel Nearby Everglades National Park","United States of America,Florida,Miami,,Everglades National Park,,"
"Hotel Nearby Everland","South Korea,,Seoul,,Everland,,"
"Hotel Nearby Fatima","Portugal,,Lisbon,,Fatima,,"
"Hotel Nearby FC Barcelona Museum and Stadium","Spain,,Barcelona,,FC Barcelona Museum and Stadium,,"
"Hotel Nearby Federation Square","Australia,Victoria,Melbourne,,Federation Square,,"
"Hotel Nearby Ferrari World","United Arab Emirates,,Abu Dhabi,,Ferrari World,,"
"Hotel Nearby Fisherman’s Bastion","Hungary,,Budapest,,Fisherman’s Bastion,,"
"Hotel Nearby Forbidden City","China,,Beijing,,Forbidden City,,"
"Hotel Nearby Fort San Felipe del Morro","Puerto Rico,,San Juan,,Fort San Felipe del Morro,,"
"Hotel Nearby Franciscan Monastery","Croatia,,Dubrovnik,,Franciscan Monastery,,"
"Hotel Nearby Fraumünster Church","Switzerland,,Zurich,,Fraumünster Church,,"
"Hotel Nearby Freetown Christiania","Denmark,,Copenhagen,,Freetown Christiania,,"
"Hotel Nearby Gardens by the Bay","Singapore,,Singapore,,Gardens by the Bay,,"
"Hotel Nearby Gastown","Canada,British Columbia,Vancouver,,Gastown,,"
"Hotel Nearby Geysir","Iceland,,Reykjavik,,Geysir,,"
"Hotel Nearby Giant Wheel","Austria,,Vienna,,Giant Wheel,,"
